step,n_active,fused_resident_qubits,fused_transient_qubits,fused_resident_dim,fused_transient_dim
204,12,0,0,1,1
205,12,0,0,1,1
206,12,0,0,1,1
207,12,0,0,1,1
208,12,0,0,1,1
209,12,0,0,1,1
210,12,0,0,1,1
211,12,0,0,1,1
212,12,0,0,1,1
213,12,0,0,1,1
214,12,0,0,1,1
215,12,0,0,1,1
216,12,0,0,1,1
217,12,0,0,1,1
218,12,0,0,1,1
219,12,0,0,1,1
220,12,0,0,1,1
221,12,0,0,1,1
222,12,0,0,1,1
223,12,0,0,1,1
224,12,0,0,1,1
225,12,0,0,1,1
226,12,0,0,1,1
227,12,0,0,1,1
228,12,0,0,1,1
229,12,0,0,1,1
230,12,0,0,1,1
231,12,0,0,1,1
232,12,0,0,1,1
233,12,0,0,1,1
234,12,0,0,1,1
235,12,0,0,1,1
236,12,0,0,1,1
237,12,0,0,1,1
238,12,0,0,1,1
239,12,0,0,1,1
240,12,0,0,1,1
241,12,0,0,1,1
242,12,0,0,1,1
243,12,0,0,1,1
244,12,0,0,1,1
245,12,0,0,1,1
246,12,0,0,1,1
247,12,0,0,1,1
248,12,0,0,1,1
249,12,0,0,1,1
250,12,0,0,1,1
251,12,0,0,1,1
252,12,0,0,1,1
253,12,0,0,1,1
254,12,0,0,1,1
255,12,0,0,1,1
256,12,0,0,1,1
257,12,0,0,1,1
258,12,0,0,1,1
259,12,0,0,1,1
260,12,0,0,1,1
261,12,0,0,1,1
262,12,0,0,1,1
263,12,0,0,1,1
264,12,0,0,1,1
265,12,0,0,1,1
266,12,0,0,1,1
267,12,0,0,1,1
268,12,0,0,1,1
269,12,0,0,1,1
270,12,0,0,1,1
271,12,0,0,1,1
272,12,0,0,1,1
273,12,0,0,1,1
274,12,0,0,1,1
275,12,0,0,1,1
276,12,0,0,1,1
277,12,0,0,1,1
278,12,0,0,1,1
279,12,0,0,1,1
280,12,0,0,1,1
281,12,0,0,1,1
282,12,0,0,1,1
283,12,0,0,1,1
284,12,0,0,1,1
285,12,0,0,1,1
286,12,0,0,1,1
287,12,0,0,1,1
288,12,0,0,1,1
289,12,0,0,1,1
290,12,0,0,1,1
291,12,0,0,1,1
292,12,0,0,1,1
293,12,0,0,1,1
294,12,0,0,1,1
295,12,0,0,1,1
296,12,0,0,1,1
297,12,0,0,1,1
298,12,0,0,1,1
299,12,0,0,1,1
300,12,0,0,1,1
301,12,0,0,1,1
302,12,0,0,1,1
303,12,0,0,1,1
304,12,0,0,1,1
305,12,0,0,1,1
306,12,0,0,1,1
307,12,0,0,1,1
308,12,0,0,1,1
309,12,0,0,1,1
310,12,0,0,1,1
311,12,0,0,1,1
312,12,0,0,1,1
313,12,0,0,1,1
314,12,0,0,1,1
315,12,0,0,1,1
316,12,0,0,1,1
317,12,0,0,1,1
318,12,0,0,1,1
319,12,0,0,1,1
320,12,0,0,1,1
321,12,0,0,1,1
322,12,0,0,1,1
323,12,0,0,1,1
324,12,0,0,1,1
325,12,0,0,1,1
326,12,0,0,1,1
327,12,0,0,1,1
328,12,0,0,1,1
329,12,0,0,1,1
330,12,0,0,1,1
331,12,0,0,1,1
332,12,0,0,1,1
333,12,0,0,1,1
334,12,0,0,1,1
335,12,0,0,1,1
336,12,0,0,1,1
337,12,0,0,1,1
338,12,0,0,1,1
339,12,0,0,1,1
340,12,0,0,1,1
341,12,0,0,1,1
342,12,0,0,1,1
343,12,0,0,1,1
344,12,0,0,1,1
345,12,0,0,1,1
346,12,0,0,1,1
347,12,0,0,1,1
348,12,0,0,1,1
349,12,0,0,1,1
350,12,0,0,1,1
351,12,0,0,1,1
352,12,0,0,1,1
353,12,0,0,1,1
354,12,0,0,1,1
355,12,0,0,1,1
356,12,0,0,1,1
357,12,0,0,1,1
358,12,0,0,1,1
359,12,0,0,1,1
360,12,0,0,1,1
361,12,0,0,1,1
362,12,0,0,1,1
363,12,0,0,1,1
364,12,0,0,1,1
365,12,0,0,1,1
366,12,0,0,1,1
367,12,0,0,1,1
368,12,0,0,1,1
369,12,0,0,1,1
370,12,0,0,1,1
371,12,0,0,1,1
372,12,0,0,1,1
373,12,0,0,1,1
374,12,0,0,1,1
375,12,0,0,1,1
376,12,0,0,1,1
377,12,0,0,1,1
378,12,0,0,1,1
379,12,0,0,1,1
380,12,0,0,1,1
381,12,0,0,1,1
382,12,0,0,1,1
383,12,0,0,1,1
384,12,0,0,1,1
385,12,0,0,1,1
386,12,0,0,1,1
387,12,0,0,1,1
388,12,0,0,1,1
389,12,0,0,1,1
390,12,0,0,1,1
391,12,0,0,1,1
392,12,0,0,1,1
393,12,0,0,1,1
394,12,0,0,1,1
395,12,0,0,1,1
396,12,0,0,1,1
397,12,0,0,1,1
398,12,0,0,1,1
399,12,0,0,1,1
400,12,0,0,1,1
401,12,0,0,1,1
402,12,0,0,1,1
403,12,0,0,1,1
404,12,0,0,1,1
405,12,0,0,1,1
406,12,0,0,1,1
407,12,0,0,1,1
408,12,0,0,1,1
409,12,0,0,1,1
410,12,0,0,1,1
411,12,0,0,1,1
412,12,0,0,1,1
413,12,0,0,1,1
414,12,0,0,1,1
415,12,0,0,1,1
416,12,0,0,1,1
417,12,0,0,1,1
418,12,0,0,1,1
419,12,0,0,1,1
420,12,0,0,1,1
421,12,0,0,1,1
422,12,0,0,1,1
423,12,0,0,1,1
424,12,0,0,1,1
425,12,0,0,1,1
426,12,0,0,1,1
427,12,0,0,1,1
428,12,0,0,1,1
429,12,0,0,1,1
430,12,0,0,1,1
431,12,0,0,1,1
432,12,0,0,1,1
433,12,0,0,1,1
434,12,0,0,1,1
435,12,0,0,1,1
436,12,0,0,1,1
437,12,0,0,1,1
438,12,0,0,1,1
439,12,0,0,1,1
440,12,0,0,1,1
441,12,0,0,1,1
442,12,0,0,1,1
443,12,0,0,1,1
444,12,0,0,1,1
445,12,0,0,1,1
446,12,0,0,1,1
447,12,0,0,1,1
448,12,0,0,1,1
449,12,0,0,1,1
450,12,0,0,1,1
451,12,0,0,1,1
452,12,0,0,1,1
453,12,0,0,1,1
454,12,0,0,1,1
455,12,0,0,1,1
456,12,0,0,1,1
457,12,0,0,1,1
458,12,0,0,1,1
459,12,0,0,1,1
460,12,0,0,1,1
461,12,0,0,1,1
462,12,0,0,1,1
463,12,0,0,1,1
464,12,0,0,1,1
465,12,0,0,1,1
466,12,0,0,1,1
467,12,0,0,1,1
468,12,0,0,1,1
469,12,0,0,1,1
470,12,0,0,1,1
471,12,0,0,1,1
472,12,0,0,1,1
473,12,0,0,1,1
474,12,0,0,1,1
475,12,0,0,1,1
476,12,0,0,1,1
477,12,0,0,1,1
478,12,0,0,1,1
479,12,0,0,1,1
480,12,0,0,1,1
481,12,0,0,1,1
482,12,0,0,1,1
483,12,0,0,1,1
484,12,0,0,1,1
485,12,0,0,1,1
486,13,0,0,1,1
487,13,0,0,1,1
488,12,0,1,1,2
489,12,0,0,1,1
490,12,0,0,1,1
491,12,0,0,1,1
492,13,0,0,1,1
493,13,0,0,1,1
494,12,0,1,1,2
495,12,0,0,1,1
496,12,0,0,1,1
497,12,0,0,1,1
498,12,0,0,1,1
499,12,0,0,1,1
500,12,0,0,1,1
501,12,0,0,1,1
502,12,0,0,1,1
503,13,0,0,1,1
504,13,0,0,1,1
505,12,0,1,1,2
506,12,0,0,1,1
507,12,0,0,1,1
508,12,0,0,1,1
509,12,0,0,1,1
510,12,0,0,1,1
511,12,0,0,1,1
512,13,0,0,1,1
513,13,0,0,1,1
514,12,0,1,1,2
515,12,0,0,1,1
516,12,0,0,1,1
517,12,0,0,1,1
518,12,0,0,1,1
519,12,0,0,1,1
520,12,0,0,1,1
521,12,0,0,1,1
522,12,0,0,1,1
523,12,0,0,1,1
524,12,0,0,1,1
525,12,0,0,1,1
526,12,0,0,1,1
527,12,0,0,1,1
528,12,0,0,1,1
529,13,0,0,1,1
530,13,0,0,1,1
531,12,0,1,1,2
532,12,0,0,1,1
533,12,0,0,1,1
534,12,0,0,1,1
535,12,0,0,1,1
536,12,0,0,1,1
537,12,0,0,1,1
538,12,0,0,1,1
539,12,0,0,1,1
540,13,0,0,1,1
541,13,0,0,1,1
542,12,0,1,1,2
543,12,0,0,1,1
544,12,0,0,1,1
545,12,0,0,1,1
546,12,0,0,1,1
547,12,0,0,1,1
548,12,0,0,1,1
549,12,0,0,1,1
550,12,0,0,1,1
551,12,0,0,1,1
552,12,0,0,1,1
553,12,0,0,1,1
554,12,0,0,1,1
555,12,0,0,1,1
556,13,0,0,1,1
557,13,0,0,1,1
558,12,0,1,1,2
559,12,0,0,1,1
560,12,0,0,1,1
561,12,0,0,1,1
562,12,0,0,1,1
563,12,0,0,1,1
564,12,0,0,1,1
565,12,0,0,1,1
566,13,0,0,1,1
567,13,0,0,1,1
568,12,0,1,1,2
569,12,0,0,1,1
570,12,0,0,1,1
571,12,0,0,1,1
572,12,0,0,1,1
573,12,0,0,1,1
574,12,0,0,1,1
575,12,0,0,1,1
576,12,0,0,1,1
577,12,0,0,1,1
578,13,0,0,1,1
579,13,0,0,1,1
580,12,0,1,1,2
581,12,0,0,1,1
582,12,0,0,1,1
583,12,0,0,1,1
584,12,0,0,1,1
585,12,0,0,1,1
586,12,0,0,1,1
587,12,0,0,1,1
588,12,0,0,1,1
589,13,0,0,1,1
590,13,0,0,1,1
591,12,0,1,1,2
592,12,0,0,1,1
593,12,0,0,1,1
594,12,0,0,1,1
595,12,0,0,1,1
596,12,0,0,1,1
597,12,0,0,1,1
598,12,0,0,1,1
599,13,0,0,1,1
600,13,0,0,1,1
601,12,0,1,1,2
602,12,0,0,1,1
603,12,0,0,1,1
604,12,0,0,1,1
605,12,0,0,1,1
606,13,0,0,1,1
607,13,0,0,1,1
608,12,0,1,1,2
609,12,0,0,1,1
610,12,0,0,1,1
611,12,0,0,1,1
612,12,0,0,1,1
613,12,0,0,1,1
614,12,0,0,1,1
615,12,0,0,1,1
616,12,0,0,1,1
617,12,0,0,1,1
618,12,0,0,1,1
619,12,0,0,1,1
620,12,0,0,1,1
621,12,0,0,1,1
622,12,0,0,1,1
623,12,0,0,1,1
624,12,0,0,1,1
625,12,0,0,1,1
626,12,0,0,1,1
627,12,0,0,1,1
628,12,0,0,1,1
629,12,0,0,1,1
630,12,0,0,1,1
631,12,0,0,1,1
632,12,0,0,1,1
633,12,0,0,1,1
634,12,0,0,1,1
635,12,0,0,1,1
636,12,0,0,1,1
637,12,0,0,1,1
638,12,0,0,1,1
639,12,0,0,1,1
640,12,0,0,1,1
641,12,0,0,1,1
642,12,0,0,1,1
643,12,0,0,1,1
644,12,0,0,1,1
645,12,0,0,1,1
646,12,0,0,1,1
647,12,0,0,1,1
648,12,0,0,1,1
649,12,0,0,1,1
650,12,0,0,1,1
651,12,0,0,1,1
652,12,0,0,1,1
653,12,0,0,1,1
654,12,0,0,1,1
655,12,0,0,1,1
656,13,0,0,1,1
657,13,0,0,1,1
658,13,0,0,1,1
659,13,0,0,1,1
660,13,0,0,1,1
661,13,0,0,1,1
662,13,0,0,1,1
663,14,0,0,1,1
664,14,0,0,1,1
665,14,0,0,1,1
666,14,0,0,1,1
667,14,0,0,1,1
668,14,0,0,1,1
669,14,0,0,1,1
670,14,0,0,1,1
671,14,0,0,1,1
672,14,0,0,1,1
673,15,0,0,1,1
674,15,0,0,1,1
675,15,0,0,1,1
676,15,0,0,1,1
677,15,0,0,1,1
678,15,0,0,1,1
679,16,0,0,1,1
680,16,0,0,1,1
681,16,0,0,1,1
682,16,0,0,1,1
683,16,0,0,1,1
684,16,0,0,1,1
685,16,0,0,1,1
686,16,0,0,1,1
687,17,0,0,1,1
688,17,0,0,1,1
689,17,0,0,1,1
690,17,0,0,1,1
691,17,0,0,1,1
692,17,0,0,1,1
693,17,0,0,1,1
694,18,0,0,1,1
695,18,0,0,1,1
696,18,0,0,1,1
697,18,0,0,1,1
698,18,0,0,1,1
699,18,0,0,1,1
700,18,0,0,1,1
701,19,0,0,1,1
702,19,0,0,1,1
703,19,0,0,1,1
704,19,0,0,1,1
705,19,0,0,1,1
706,19,0,0,1,1
707,20,0,0,1,1
708,20,0,0,1,1
709,20,0,0,1,1
710,20,0,0,1,1
711,20,0,0,1,1
712,21,0,0,1,1
713,21,0,0,1,1
714,21,0,0,1,1
715,21,0,0,1,1
716,21,0,0,1,1
717,21,0,0,1,1
718,22,0,0,1,1
719,22,0,0,1,1
720,22,0,0,1,1
721,22,0,0,1,1
722,23,0,0,1,1
723,23,0,0,1,1
724,23,0,0,1,1
725,23,0,0,1,1
726,23,0,0,1,1
727,24,0,0,1,1
728,24,0,0,1,1
729,24,0,0,1,1
730,24,0,0,1,1
731,24,0,0,1,1
732,24,0,0,1,1
733,24,0,0,1,1
734,24,0,0,1,1
735,24,0,0,1,1
736,24,0,0,1,1
737,24,0,0,1,1
738,24,0,0,1,1
739,24,0,0,1,1
740,24,0,0,1,1
741,24,0,0,1,1
742,24,0,0,1,1
743,24,0,0,1,1
744,24,0,0,1,1
745,24,0,0,1,1
746,24,0,0,1,1
747,24,0,0,1,1
748,24,0,0,1,1
749,24,0,0,1,1
750,24,0,0,1,1
751,24,0,0,1,1
752,24,0,0,1,1
753,24,0,0,1,1
754,24,0,0,1,1
755,24,0,0,1,1
756,24,0,0,1,1
757,24,0,0,1,1
758,24,0,0,1,1
759,24,0,0,1,1
760,24,0,0,1,1
761,24,0,0,1,1
762,24,0,0,1,1
763,24,0,0,1,1
764,24,0,0,1,1
765,24,0,0,1,1
766,24,0,0,1,1
767,24,0,0,1,1
768,24,0,0,1,1
769,24,0,0,1,1
770,24,0,0,1,1
771,24,0,0,1,1
772,24,0,0,1,1
773,24,0,0,1,1
774,24,0,0,1,1
775,24,0,0,1,1
776,24,0,0,1,1
777,24,0,0,1,1
778,24,0,0,1,1
779,24,0,0,1,1
780,24,0,0,1,1
781,24,0,0,1,1
782,24,0,0,1,1
783,24,0,0,1,1
784,24,0,0,1,1
785,24,0,0,1,1
786,24,0,0,1,1
787,24,0,0,1,1
788,24,0,0,1,1
789,24,0,0,1,1
790,24,0,0,1,1
791,24,0,0,1,1
792,24,0,0,1,1
793,24,0,0,1,1
794,24,0,0,1,1
795,24,0,0,1,1
796,24,0,0,1,1
797,24,0,0,1,1
798,24,0,0,1,1
799,24,0,0,1,1
800,24,0,0,1,1
801,24,0,0,1,1
802,24,0,0,1,1
803,24,0,0,1,1
804,24,0,0,1,1
805,24,0,0,1,1
806,24,0,0,1,1
807,24,0,0,1,1
808,24,0,0,1,1
809,24,0,0,1,1
810,24,0,0,1,1
811,24,0,0,1,1
812,24,0,0,1,1
813,24,0,0,1,1
814,24,0,0,1,1
815,24,0,0,1,1
816,24,0,0,1,1
817,24,0,0,1,1
818,24,0,0,1,1
819,24,0,0,1,1
820,24,0,0,1,1
821,24,0,0,1,1
822,24,0,0,1,1
823,24,0,0,1,1
824,24,0,0,1,1
825,24,0,0,1,1
826,24,0,0,1,1
827,24,0,0,1,1
828,24,0,0,1,1
829,24,0,0,1,1
830,24,0,0,1,1
831,24,0,0,1,1
832,24,0,0,1,1
833,24,0,0,1,1
834,24,0,0,1,1
835,24,0,0,1,1
836,24,0,0,1,1
837,24,0,0,1,1
838,24,0,0,1,1
839,24,0,0,1,1
840,24,0,0,1,1
841,24,0,0,1,1
842,24,0,0,1,1
843,24,0,0,1,1
844,24,0,0,1,1
845,24,0,0,1,1
846,24,0,0,1,1
847,24,0,0,1,1
848,24,0,0,1,1
849,24,0,0,1,1
850,24,0,0,1,1
851,24,0,0,1,1
852,24,0,0,1,1
853,24,0,0,1,1
854,24,0,0,1,1
855,24,0,0,1,1
856,24,0,0,1,1
857,24,0,0,1,1
858,24,0,0,1,1
859,24,0,0,1,1
860,24,0,0,1,1
861,24,0,0,1,1
862,24,0,0,1,1
863,24,0,0,1,1
864,24,0,0,1,1
865,24,0,0,1,1
866,24,0,0,1,1
867,24,0,0,1,1
868,24,0,0,1,1
869,24,0,0,1,1
870,24,0,0,1,1
871,24,0,0,1,1
872,24,0,0,1,1
873,24,0,0,1,1
874,24,0,0,1,1
875,24,0,0,1,1
876,24,0,0,1,1
877,24,0,0,1,1
878,24,0,0,1,1
879,24,0,0,1,1
880,24,0,0,1,1
881,24,0,0,1,1
882,24,0,0,1,1
883,24,0,0,1,1
884,24,0,0,1,1
885,24,0,0,1,1
886,24,0,0,1,1
887,24,0,0,1,1
888,24,0,0,1,1
889,24,0,0,1,1
890,24,0,0,1,1
891,24,0,0,1,1
892,24,0,0,1,1
893,24,0,0,1,1
894,24,0,0,1,1
895,24,0,0,1,1
896,24,0,0,1,1
897,24,0,0,1,1
898,24,0,0,1,1
899,24,0,0,1,1
900,24,0,0,1,1
901,24,0,0,1,1
902,24,0,0,1,1
903,24,0,0,1,1
904,24,0,0,1,1
905,24,0,0,1,1
906,24,0,0,1,1
907,24,0,0,1,1
908,24,0,0,1,1
909,24,0,0,1,1
910,24,0,0,1,1
911,24,0,0,1,1
912,24,0,0,1,1
913,24,0,0,1,1
914,24,0,0,1,1
915,24,0,0,1,1
916,24,0,0,1,1
917,24,0,0,1,1
918,24,0,0,1,1
919,24,0,0,1,1
920,24,0,0,1,1
921,24,0,0,1,1
922,24,0,0,1,1
923,24,0,0,1,1
924,24,0,0,1,1
925,24,0,0,1,1
926,24,0,0,1,1
927,24,0,0,1,1
928,24,0,0,1,1
929,24,0,0,1,1
930,24,0,0,1,1
931,24,0,0,1,1
932,24,0,0,1,1
933,24,0,0,1,1
934,24,0,0,1,1
935,24,0,0,1,1
936,24,0,0,1,1
937,24,0,0,1,1
938,24,0,0,1,1
939,24,0,0,1,1
940,24,0,0,1,1
941,24,0,0,1,1
942,24,0,0,1,1
943,24,0,0,1,1
944,24,0,0,1,1
945,24,0,0,1,1
946,24,0,0,1,1
947,24,0,0,1,1
948,24,0,0,1,1
949,24,0,0,1,1
950,24,0,0,1,1
951,24,0,0,1,1
952,24,0,0,1,1
953,24,0,0,1,1
954,24,0,0,1,1
955,24,0,0,1,1
956,24,0,0,1,1
957,24,0,0,1,1
958,24,0,0,1,1
959,24,0,0,1,1
960,24,0,0,1,1
961,24,0,0,1,1
962,24,0,0,1,1
963,24,0,0,1,1
964,24,0,0,1,1
965,24,0,0,1,1
966,24,0,0,1,1
967,24,0,0,1,1
968,24,0,0,1,1
969,24,0,0,1,1
970,24,0,0,1,1
971,24,0,0,1,1
972,24,0,0,1,1
973,24,0,0,1,1
974,24,0,0,1,1
975,24,0,0,1,1
976,24,0,0,1,1
977,24,0,0,1,1
978,24,0,0,1,1
979,24,0,0,1,1
980,24,0,0,1,1
981,24,0,0,1,1
982,24,0,0,1,1
983,24,0,0,1,1
984,24,0,0,1,1
985,24,0,0,1,1
986,24,0,0,1,1
987,24,0,0,1,1
988,24,0,0,1,1
989,24,0,0,1,1
990,24,0,0,1,1
991,24,0,0,1,1
992,24,0,0,1,1
993,24,0,0,1,1
994,24,0,0,1,1
995,24,0,0,1,1
996,24,0,0,1,1
997,24,0,0,1,1
998,24,0,0,1,1
999,24,0,0,1,1
1000,24,0,0,1,1
1001,24,0,0,1,1
1002,24,0,0,1,1
1003,24,0,0,1,1
1004,24,0,0,1,1
1005,24,0,0,1,1
1006,24,0,0,1,1
1007,24,0,0,1,1
1008,24,0,0,1,1
1009,24,0,0,1,1
1010,24,0,0,1,1
1011,24,0,0,1,1
1012,24,0,0,1,1
1013,24,0,0,1,1
1014,24,0,0,1,1
1015,24,0,0,1,1
1016,24,0,0,1,1
1017,24,0,0,1,1
1018,24,0,0,1,1
1019,24,0,0,1,1
1020,24,0,0,1,1
1021,24,0,0,1,1
1022,24,0,0,1,1
1023,24,0,0,1,1
1024,24,0,0,1,1
1025,24,0,0,1,1
1026,24,0,0,1,1
1027,24,0,0,1,1
1028,24,0,0,1,1
1029,24,0,0,1,1
1030,24,0,0,1,1
1031,24,0,0,1,1
1032,24,0,0,1,1
1033,24,0,0,1,1
1034,24,0,0,1,1
1035,24,0,0,1,1
1036,24,0,0,1,1
1037,24,0,0,1,1
1038,24,0,0,1,1
1039,24,0,0,1,1
1040,24,0,0,1,1
1041,24,0,0,1,1
1042,24,0,0,1,1
1043,24,0,0,1,1
1044,24,0,0,1,1
1045,24,0,0,1,1
1046,24,0,0,1,1
1047,24,0,0,1,1
1048,24,0,0,1,1
1049,24,0,0,1,1
1050,24,0,0,1,1
1051,24,0,0,1,1
1052,24,0,0,1,1
1053,24,0,0,1,1
1054,24,0,0,1,1
1055,24,0,0,1,1
1056,24,0,0,1,1
1057,24,0,0,1,1
1058,24,0,0,1,1
1059,24,0,0,1,1
1060,24,0,0,1,1
1061,24,0,0,1,1
1062,24,0,0,1,1
1063,24,0,0,1,1
1064,24,0,0,1,1
1065,24,0,0,1,1
1066,24,0,0,1,1
1067,24,0,0,1,1
1068,24,0,0,1,1
1069,24,0,0,1,1
1070,24,0,0,1,1
1071,24,0,0,1,1
1072,24,0,0,1,1
1073,24,0,0,1,1
1074,24,0,0,1,1
1075,24,0,0,1,1
1076,24,0,0,1,1
1077,24,0,0,1,1
1078,24,0,0,1,1
1079,24,0,0,1,1
1080,24,0,0,1,1
1081,24,0,0,1,1
1082,24,0,0,1,1
1083,24,0,0,1,1
1084,24,0,0,1,1
1085,24,0,0,1,1
1086,24,0,0,1,1
1087,24,0,0,1,1
1088,24,0,0,1,1
1089,24,0,0,1,1
1090,24,0,0,1,1
1091,24,0,0,1,1
1092,24,0,0,1,1
1093,24,0,0,1,1
1094,24,0,0,1,1
1095,24,0,0,1,1
1096,24,0,0,1,1
1097,24,0,0,1,1
1098,24,0,0,1,1
1099,24,0,0,1,1
1100,24,0,0,1,1
1101,24,0,0,1,1
1102,24,0,0,1,1
1103,24,0,0,1,1
1104,24,0,0,1,1
1105,24,0,0,1,1
1106,24,0,0,1,1
1107,24,0,0,1,1
1108,24,0,0,1,1
1109,24,0,0,1,1
1110,24,0,0,1,1
1111,24,0,0,1,1
1112,24,0,0,1,1
1113,24,0,0,1,1
1114,24,0,0,1,1
1115,24,0,0,1,1
1116,24,0,0,1,1
1117,24,0,0,1,1
1118,24,0,0,1,1
1119,24,0,0,1,1
1120,24,0,0,1,1
1121,24,0,0,1,1
1122,24,0,0,1,1
1123,24,0,0,1,1
1124,24,0,0,1,1
1125,24,0,0,1,1
1126,24,0,0,1,1
1127,24,0,0,1,1
1128,24,0,0,1,1
1129,24,0,0,1,1
1130,24,0,0,1,1
1131,24,0,0,1,1
1132,24,0,0,1,1
1133,24,0,0,1,1
1134,24,0,0,1,1
1135,24,0,0,1,1
1136,24,0,0,1,1
1137,24,0,0,1,1
1138,24,0,0,1,1
1139,24,0,0,1,1
1140,24,0,0,1,1
1141,24,0,0,1,1
1142,24,0,0,1,1
1143,24,0,0,1,1
1144,24,0,0,1,1
1145,24,0,0,1,1
1146,24,0,0,1,1
