step,n_active,fused_resident_qubits,fused_transient_qubits,fused_resident_dim,fused_transient_dim
204,4,0,0,1,1
205,4,0,0,1,1
206,5,0,0,1,1
207,5,0,0,1,1
208,5,0,0,1,1
209,5,0,0,1,1
210,5,0,0,1,1
211,6,0,0,1,1
212,6,0,0,1,1
213,6,0,0,1,1
214,6,0,0,1,1
215,6,0,0,1,1
216,6,0,0,1,1
217,7,0,0,1,1
218,7,0,0,1,1
219,7,0,0,1,1
220,7,0,0,1,1
221,7,0,0,1,1
222,8,0,0,1,1
223,8,0,0,1,1
224,8,0,0,1,1
225,8,0,0,1,1
226,8,0,0,1,1
227,8,0,0,1,1
228,8,0,0,1,1
229,8,0,0,1,1
230,8,0,0,1,1
231,8,0,0,1,1
232,8,0,0,1,1
233,8,0,0,1,1
234,8,0,0,1,1
235,8,0,0,1,1
236,8,0,0,1,1
237,8,0,0,1,1
238,8,0,0,1,1
239,8,0,0,1,1
240,8,0,0,1,1
241,8,0,0,1,1
242,8,0,0,1,1
243,8,0,0,1,1
244,8,0,0,1,1
245,8,0,0,1,1
246,8,0,0,1,1
247,8,0,0,1,1
248,8,0,0,1,1
249,8,0,0,1,1
250,8,0,0,1,1
251,8,0,0,1,1
252,8,0,0,1,1
253,8,0,0,1,1
254,8,0,0,1,1
255,8,0,0,1,1
256,8,0,0,1,1
257,8,0,0,1,1
258,8,0,0,1,1
259,8,0,0,1,1
260,8,0,0,1,1
261,8,0,0,1,1
262,8,0,0,1,1
263,8,0,0,1,1
264,8,0,0,1,1
265,8,0,0,1,1
266,8,0,0,1,1
267,8,0,0,1,1
268,8,0,0,1,1
269,8,0,0,1,1
270,8,0,0,1,1
271,8,0,0,1,1
272,8,0,0,1,1
273,8,0,0,1,1
274,8,0,0,1,1
275,8,0,0,1,1
276,8,0,0,1,1
277,8,0,0,1,1
278,8,0,0,1,1
279,8,0,0,1,1
280,8,0,0,1,1
281,8,0,0,1,1
282,8,0,0,1,1
283,8,0,0,1,1
284,8,0,0,1,1
285,8,0,0,1,1
286,8,0,0,1,1
287,8,0,0,1,1
288,8,0,0,1,1
289,8,0,0,1,1
290,8,0,0,1,1
291,8,0,0,1,1
292,8,0,0,1,1
293,8,0,0,1,1
294,8,0,0,1,1
295,8,0,0,1,1
296,8,0,0,1,1
297,8,0,0,1,1
298,8,0,0,1,1
299,8,0,0,1,1
300,8,0,0,1,1
301,8,0,0,1,1
302,8,0,0,1,1
303,8,0,0,1,1
304,8,0,0,1,1
305,8,0,0,1,1
306,8,0,0,1,1
307,8,0,0,1,1
308,8,0,0,1,1
309,8,0,0,1,1
310,8,0,0,1,1
311,8,0,0,1,1
312,8,0,0,1,1
313,8,0,0,1,1
314,8,0,0,1,1
315,8,0,0,1,1
316,8,0,0,1,1
317,8,0,0,1,1
318,8,0,0,1,1
319,8,0,0,1,1
320,8,0,0,1,1
321,8,0,0,1,1
322,8,0,0,1,1
323,8,0,0,1,1
324,8,0,0,1,1
325,8,0,0,1,1
326,7,2,2,4,4
327,7,2,2,4,4
328,7,2,2,4,4
329,7,2,2,4,4
330,7,2,2,4,4
331,7,2,2,4,4
332,6,3,3,8,8
333,6,3,3,8,8
334,6,3,3,8,8
335,6,3,3,8,8
336,6,3,3,8,8
337,6,3,3,8,8
338,6,3,3,8,8
339,5,4,4,16,16
340,5,4,4,16,16
341,5,4,4,16,16
342,5,4,4,16,16
343,5,4,4,16,16
344,4,4,4,16,16
345,4,4,4,16,16
346,4,4,4,16,16
347,4,4,4,16,16
348,4,4,4,16,16
349,4,4,4,16,16
350,4,4,4,16,16
351,4,4,4,16,16
352,4,4,4,16,16
353,4,4,4,16,16
354,4,4,4,16,16
355,4,4,4,16,16
356,4,4,4,16,16
357,4,4,4,16,16
358,4,4,4,16,16
359,4,4,4,16,16
360,4,4,4,16,16
361,4,4,4,16,16
362,4,4,4,16,16
363,4,4,4,16,16
364,5,4,4,16,16
365,5,4,4,16,16
366,5,4,4,16,16
367,6,4,4,16,16
368,6,4,4,16,16
369,7,4,4,16,16
370,7,4,4,16,16
371,8,4,4,16,16
372,8,4,4,16,16
373,8,4,4,16,16
374,8,4,4,16,16
375,8,4,4,16,16
376,8,4,4,16,16
377,8,4,4,16,16
378,8,4,4,16,16
379,8,4,4,16,16
380,8,4,4,16,16
381,8,4,4,16,16
382,8,4,4,16,16
383,8,4,4,16,16
384,8,4,4,16,16
385,8,4,4,16,16
386,8,4,4,16,16
387,8,4,4,16,16
388,8,4,4,16,16
389,8,4,4,16,16
390,8,4,4,16,16
391,8,4,4,16,16
392,8,4,4,16,16
393,8,4,4,16,16
394,8,4,4,16,16
395,8,4,4,16,16
396,8,4,4,16,16
397,8,4,4,16,16
398,8,4,4,16,16
399,8,4,4,16,16
400,8,4,4,16,16
401,8,4,4,16,16
402,8,4,4,16,16
403,8,4,4,16,16
404,8,4,4,16,16
405,8,4,4,16,16
406,8,4,4,16,16
407,8,4,4,16,16
408,8,4,4,16,16
409,8,4,4,16,16
410,8,4,4,16,16
411,8,4,4,16,16
412,8,4,4,16,16
413,8,4,4,16,16
414,8,4,4,16,16
415,8,4,4,16,16
416,8,4,4,16,16
417,8,4,4,16,16
418,8,4,4,16,16
419,8,4,4,16,16
420,8,4,4,16,16
421,8,4,4,16,16
422,8,4,4,16,16
423,8,4,4,16,16
424,8,4,4,16,16
425,8,4,4,16,16
426,8,4,4,16,16
427,8,4,4,16,16
428,8,4,4,16,16
429,8,4,4,16,16
430,8,4,4,16,16
431,8,4,4,16,16
432,8,4,4,16,16
433,8,4,4,16,16
434,8,4,4,16,16
435,8,4,4,16,16
436,8,4,4,16,16
437,8,4,4,16,16
438,8,4,4,16,16
439,8,4,4,16,16
440,8,4,4,16,16
441,8,4,4,16,16
442,8,4,4,16,16
443,8,4,4,16,16
444,8,4,4,16,16
445,8,4,4,16,16
446,8,4,4,16,16
447,8,4,4,16,16
448,8,4,4,16,16
449,8,4,4,16,16
450,8,4,4,16,16
451,8,4,4,16,16
452,8,4,4,16,16
453,8,4,4,16,16
454,8,4,4,16,16
455,8,4,4,16,16
456,8,4,4,16,16
457,8,4,4,16,16
458,8,4,4,16,16
459,8,4,4,16,16
460,8,4,4,16,16
461,8,4,4,16,16
462,8,4,4,16,16
463,8,4,4,16,16
464,8,4,4,16,16
465,8,4,4,16,16
466,7,4,4,16,16
467,7,4,4,16,16
468,7,4,4,16,16
469,7,4,4,16,16
470,7,4,4,16,16
471,7,4,4,16,16
472,6,4,4,16,16
473,6,4,4,16,16
474,6,4,4,16,16
475,6,4,4,16,16
476,6,4,4,16,16
477,6,4,4,16,16
478,6,4,4,16,16
479,6,4,4,16,16
480,6,4,4,16,16
481,6,4,4,16,16
482,5,4,4,16,16
483,5,4,4,16,16
484,5,4,4,16,16
485,5,4,4,16,16
486,5,4,4,16,16
487,4,4,4,16,16
488,4,4,4,16,16
489,4,4,4,16,16
490,4,4,4,16,16
491,4,4,4,16,16
492,4,4,4,16,16
493,4,4,4,16,16
494,4,4,4,16,16
495,4,4,4,16,16
496,4,4,4,16,16
497,4,4,4,16,16
498,4,4,4,16,16
499,4,4,4,16,16
500,4,4,4,16,16
501,4,4,4,16,16
502,4,4,4,16,16
503,4,4,4,16,16
504,4,4,4,16,16
505,4,4,4,16,16
506,4,4,4,16,16
507,4,4,4,16,16
508,4,4,4,16,16
509,4,4,4,16,16
510,3,3,3,8,8
511,3,3,3,8,8
512,3,3,3,8,8
513,3,3,3,8,8
514,3,3,3,8,8
515,3,3,3,8,8
516,2,2,2,4,4
517,2,2,2,4,4
518,2,2,2,4,4
519,2,2,2,4,4
520,2,2,2,4,4
521,2,2,2,4,4
522,2,2,2,4,4
523,2,2,2,4,4
524,2,2,2,4,4
525,2,2,2,4,4
526,2,2,2,4,4
527,2,2,2,4,4
528,2,2,2,4,4
529,2,2,2,4,4
530,1,1,1,2,2
531,1,1,1,2,2
532,1,1,1,2,2
533,1,1,1,2,2
534,1,1,1,2,2
535,1,1,1,2,2
536,1,1,1,2,2
537,1,1,1,2,2
538,1,1,1,2,2
539,1,1,1,2,2
540,1,1,1,2,2
541,1,1,1,2,2
542,1,1,1,2,2
543,1,1,1,2,2
544,1,1,1,2,2
545,1,1,1,2,2
546,1,1,1,2,2
547,1,1,1,2,2
548,1,1,1,2,2
549,1,1,1,2,2
550,1,1,1,2,2
551,1,1,1,2,2
552,1,1,1,2,2
553,1,1,1,2,2
554,0,0,0,1,1
555,0,0,0,1,1
556,0,0,0,1,1
557,0,0,0,1,1
558,0,0,0,1,1
559,0,0,0,1,1
560,0,0,0,1,1
561,0,0,0,1,1
562,0,0,0,1,1
563,0,0,0,1,1
564,0,0,0,1,1
