step,n_active,bounded_resident_qubits,bounded_transient_qubits,bounded_resident_dim,bounded_transient_dim
0,0,0,0,1,1
1,0,0,0,1,1
2,0,0,0,1,1
3,0,0,0,1,1
4,0,0,0,1,1
5,0,0,0,1,1
6,0,0,0,1,1
7,0,0,0,1,1
8,0,0,0,1,1
9,0,0,0,1,1
10,0,0,0,1,1
11,0,0,0,1,1
12,0,0,0,1,1
13,0,0,0,1,1
14,0,0,0,1,1
15,0,0,0,1,1
16,0,0,0,1,1
17,0,0,0,1,1
18,0,0,0,1,1
19,0,0,0,1,1
20,0,0,0,1,1
21,0,0,0,1,1
22,0,0,0,1,1
23,0,0,0,1,1
24,0,0,0,1,1
25,0,0,0,1,1
26,0,0,0,1,1
27,0,0,0,1,1
28,0,0,0,1,1
29,0,0,0,1,1
30,0,0,0,1,1
31,0,0,0,1,1
32,0,0,0,1,1
33,0,0,0,1,1
34,1,0,0,1,1
35,1,0,0,1,1
36,1,0,0,1,1
37,1,0,0,1,1
38,1,0,0,1,1
39,1,0,0,1,1
40,1,0,0,1,1
41,1,0,0,1,1
42,1,0,0,1,1
43,1,0,0,1,1
44,1,0,0,1,1
45,1,0,0,1,1
46,1,0,0,1,1
47,1,0,0,1,1
48,1,0,0,1,1
49,1,0,0,1,1
50,1,0,0,1,1
51,1,0,0,1,1
52,1,0,0,1,1
53,1,0,0,1,1
54,1,0,0,1,1
55,1,0,0,1,1
56,1,0,0,1,1
57,1,0,0,1,1
58,1,0,0,1,1
59,1,0,0,1,1
60,1,0,0,1,1
61,1,0,0,1,1
62,1,0,0,1,1
63,1,0,0,1,1
64,1,0,0,1,1
65,1,0,0,1,1
66,1,0,0,1,1
67,1,0,0,1,1
68,1,0,0,1,1
69,1,0,0,1,1
70,1,0,0,1,1
71,1,0,0,1,1
72,1,0,0,1,1
73,1,0,0,1,1
74,1,0,0,1,1
75,1,0,0,1,1
76,1,0,0,1,1
77,1,0,0,1,1
78,1,0,0,1,1
79,1,0,0,1,1
80,1,0,0,1,1
81,1,0,0,1,1
82,1,0,0,1,1
83,1,0,0,1,1
84,1,0,0,1,1
85,1,0,0,1,1
86,1,0,0,1,1
87,1,0,0,1,1
88,1,0,0,1,1
89,1,0,0,1,1
90,1,0,0,1,1
91,1,0,0,1,1
92,1,0,0,1,1
93,1,0,0,1,1
94,1,0,0,1,1
95,1,0,0,1,1
96,1,0,0,1,1
97,1,0,0,1,1
98,1,0,0,1,1
99,1,0,0,1,1
100,1,0,0,1,1
101,1,0,0,1,1
102,1,0,0,1,1
103,1,0,0,1,1
104,1,0,0,1,1
105,1,0,0,1,1
106,1,0,0,1,1
107,1,0,0,1,1
108,1,0,0,1,1
109,1,0,0,1,1
110,1,0,0,1,1
111,1,0,0,1,1
112,1,0,0,1,1
113,1,0,0,1,1
114,1,0,0,1,1
115,1,0,0,1,1
116,1,0,0,1,1
117,1,0,0,1,1
118,1,0,0,1,1
119,1,0,0,1,1
120,1,0,0,1,1
121,1,0,0,1,1
122,1,0,0,1,1
123,1,0,0,1,1
124,1,0,0,1,1
125,1,0,0,1,1
126,1,0,0,1,1
127,1,0,0,1,1
128,1,0,0,1,1
129,1,0,0,1,1
130,1,0,0,1,1
131,1,0,0,1,1
132,1,0,0,1,1
133,1,0,0,1,1
134,1,0,0,1,1
135,1,0,0,1,1
136,1,0,0,1,1
137,1,0,0,1,1
138,2,0,0,1,1
139,2,0,0,1,1
140,2,0,0,1,1
141,2,0,0,1,1
142,2,0,0,1,1
143,2,0,0,1,1
144,3,0,0,1,1
145,3,0,0,1,1
146,3,0,0,1,1
147,3,0,0,1,1
148,3,0,0,1,1
149,3,0,0,1,1
150,3,0,0,1,1
151,3,0,0,1,1
152,3,0,0,1,1
153,3,0,0,1,1
154,4,0,0,1,1
155,4,0,0,1,1
156,4,0,0,1,1
157,4,0,0,1,1
158,4,0,0,1,1
159,4,0,0,1,1
160,4,0,0,1,1
161,4,0,0,1,1
162,4,0,0,1,1
163,4,0,0,1,1
164,4,0,0,1,1
165,4,0,0,1,1
166,4,0,0,1,1
167,4,0,0,1,1
168,4,0,0,1,1
169,4,0,0,1,1
170,4,0,0,1,1
171,4,0,0,1,1
172,4,0,0,1,1
173,4,0,0,1,1
174,4,0,0,1,1
175,4,0,0,1,1
176,4,0,0,1,1
177,4,0,0,1,1
178,4,0,0,1,1
179,4,0,0,1,1
180,4,0,0,1,1
181,4,0,0,1,1
182,3,3,4,8,16
183,3,3,3,8,8
184,3,3,3,8,8
185,3,3,3,8,8
186,3,3,3,8,8
187,3,3,3,8,8
188,3,3,3,8,8
189,3,3,3,8,8
190,3,3,3,8,8
191,3,3,3,8,8
192,3,3,3,8,8
193,3,3,3,8,8
194,3,3,3,8,8
195,3,3,3,8,8
196,4,3,3,8,8
197,4,3,3,8,8
198,4,3,3,8,8
199,4,3,3,8,8
200,4,3,3,8,8
201,4,3,3,8,8
202,4,3,3,8,8
